CustomerKey	FirstName	LastName	Full_Name	Gender	AddressLine1	DateFirstPurchase	CommuteDistance	Customer_City
12509	Marc	Ferrier	Marc Ferrier	Male	"11, rue Saint Denis"	2/21/2013	0-1 Miles	Drancy
12510	Roberto	Sanz	Roberto Sanz	Male	"1, rue de Courtaboeuf"	8/27/2011	0-1 Miles	Lieusaint
12511	Grant	Chander	Grant Chander	Male	"35, avenue des Laurentides"	6/28/2013	0-1 Miles	Paris
12512	Carolyn	Gomez	Carolyn Gomez	Female	Wasserstr 63	3/23/2013	0-1 Miles	Berlin
12513	Austin	Thompson	Austin Thompson	Male	2754 Stanbridge Ct.	6/17/2013	0-1 Miles	Stoke-on-Trent
12514	Lacey	Becker	Lacey Becker	Female	"61, rue Mazagran"	2/14/2013	0-1 Miles	Paris
12515	Shelby	Bailey	Shelby Bailey	Female	"111, rue des Pyrenees"	7/24/2013	2-5 Miles	Roubaix
12516	Shawna	Chander	Shawna Chander	Female	Buergermeister-ulrich-str 888	12/16/2013	2-5 Miles	Frankfurt am Main
12517	Alexa	Watson	Alexa Watson	Female	Residenz Straße 98	10/19/2013	2-5 Miles	Kassel
12518	Jacquelyn	Dominguez	Jacquelyn Dominguez	Female	Werftstr 544	8/1/2013	2-5 Miles	Solingen
12519	Casey	Gutierrez	Casey Gutierrez	Male	2035 Emmons Canyon Lane	5/11/2013	0-1 Miles	Peterborough
12520	Seth	Jackson	Seth Jackson	Male	"9, avenue de l´ Union Centrale"	8/2/2011	2-5 Miles	Saint Germain en Laye
12521	Meredith	Dominguez	Meredith Dominguez	Female	Kurfürstenstr 74	10/5/2012	0-1 Miles	Offenbach
12522	Brandy	Sanchez	Brandy Sanchez	Female	"882, place du Tertre"	8/24/2011	1-2 Miles	Pantin
12523	Steve	Wagner	Steve Wagner	Male	"8188, chaussée de Tournai"	8/28/2011	2-5 Miles	Paris
12524	Kate	Shan	Kate Shan	Female	"312, rue Villedo"	6/13/2013	2-5 Miles	Les Ulis
12525	Chelsea	Rodriguez	Chelsea Rodriguez	Female	5444 Bohon Circle	5/25/2013	1-2 Miles	Esher-Molesey
12526	Michele	Suarez	Michele Suarez	Female	5549 Bluejay Dr.	7/10/2012	0-1 Miles	London
12527	José	Rodriguez	José Rodriguez	Male	1686 Willow Drive	12/17/2013	0-1 Miles	Burbank
12528	Devin	Wilson	Devin Wilson	Male	5958 Meadow Glen Way	8/28/2013	1-2 Miles	Spokane
12529	Isaiah	Allen	Isaiah Allen	Male	3476 Sunset Meadows	1/19/2014	1-2 Miles	Berkeley
12530	Isabel	Coleman	Isabel Coleman	Female	6398 Haviland Place	2/15/2013	0-1 Miles	Shawnee
12531	Autumn	Xu	Autumn Xu	Female	2219 Dewing Avenue	3/18/2013	0-1 Miles	Beaverton
12532	Jose	Carter	Jose Carter	Male	4420 Tuolumne St.	9/26/2013	0-1 Miles	Metchosin
12533	Luis	Washington	Luis Washington	Male	5351 Maryland Drive	2/1/2013	0-1 Miles	Walla Walla
12534	Katie	Shan	Katie Shan	Female	"11, quai de l´ Iton"	9/8/2013	0-1 Miles	Saint Ouen
12535	Clifford	Kapoor	Clifford Kapoor	Male	Postenweg 4642	9/18/2013	0-1 Miles	Solingen
12536	Javier	Dominguez	Javier Dominguez	Male	Buergermeister-ulrich-str 6	11/21/2013	0-1 Miles	Solingen
12537	Terrence	Luo	Terrence Luo	Male	"851, rue Henri Gagnon"	6/24/2013	0-1 Miles	Paris
12538	Paula	Blanco	Paula Blanco	Female	Marketplatz 7935	5/27/2013	0-1 Miles	Berlin
12539	Marc	Dominguez	Marc Dominguez	Male	"1994, rue des Pyrenees"	11/30/2013	0-1 Miles	Orly
12540	Levi	Sara	Levi Sara	Male	9527 Onley Dr.	3/2/2013	0-1 Miles	Peterborough
12541	Jonathan	Zhang	Jonathan Zhang	Male	"47, impasse Ste-Madeleine"	6/15/2013	0-1 Miles	Drancy
12542	Preston	Patel	Preston Patel	Male	"835, avenue des Laurentides"	1/11/2014	0-1 Miles	Paris
12543	Ruben	Alvarez	Ruben Alvarez	Male	"8, rue de la Comédie"	5/4/2013	0-1 Miles	Verrieres Le Buisson
12544	Bruce	Jordan	Bruce Jordan	Male	Heiderplatz 948	12/21/2013	0-1 Miles	Kiel
12545	Marc	Ruiz	Marc Ruiz	Male	9963 Pacific	7/27/2013	0-1 Miles	Berks
12546	Clarence	Andersen	Clarence Andersen	Male	Knaackstr 442	10/6/2012	0-1 Miles	Mühlheim
12547	Bradley	Nara	Bradley Nara	Male	"2, avenue des Champs-Elysées"	8/14/2011	0-1 Miles	Les Ulis
12548	Alexandra	Collins	Alexandra Collins	Female	Pflugstr 85	10/16/2012	0-1 Miles	Bottrop
12549	Donna	Xie	Donna Xie	Female	"3398, avenue de l´Europe"	8/18/2011	0-1 Miles	Paris
12550	Austin	Diaz	Austin Diaz	Male	416 Tupelo Drive	6/13/2013	0-1 Miles	Oxford
12551	Julio	Ramos	Julio Ramos	Male	7053 Laurel Dr.	8/9/2013	0-1 Miles	London
12552	Bruce	Torres	Bruce Torres	Male	"1, rue Ste-Honoré"	10/13/2013	0-1 Miles	Saint Ouen
12553	Toni	Fernandez	Toni Fernandez	Female	"8, rue des Ecoles"	5/11/2013	0-1 Miles	Suresnes
12554	Barry	Rodriguez	Barry Rodriguez	Male	2624 Pome Court	7/27/2013	0-1 Miles	Cambridge
12555	Edgar	Malhotra	Edgar Malhotra	Male	"2, rue de Cambrai"	9/3/2013	2-5 Miles	Roubaix
12556	Manuel	Kapoor	Manuel Kapoor	Male	Residenz Straße 244	11/27/2013	2-5 Miles	Werne
12557	Phillip	Lopez	Phillip Lopez	Male	"100, rue Descartes"	5/7/2013	2-5 Miles	Boulogne-Billancourt
12558	Amanda	Evans	Amanda Evans	Female	Parise Straße 1551	9/2/2013	0-1 Miles	Bottrop
12559	Emmanuel	Lopez	Emmanuel Lopez	Male	1019 Mt. Davidson Court	7/23/2012	0-1 Miles	London
12560	Mandy	Gao	Mandy Gao	Female	7398 Winter Lane	7/15/2012	0-1 Miles	London
12561	Trisha	Lin	Trisha Lin	Female	"91, rue de Maubeuge"	9/25/2011	0-1 Miles	Bobigny
12562	Kristina	Chandra	Kristina Chandra	Female	"22, rue de Longchamp"	3/14/2013	2-5 Miles	Paris
12563	Alejandro	Lin	Alejandro Lin	Male	9420 Blizzard Ave.	7/1/2013	0-1 Miles	Cheltenham
12564	Marshall	Yang	Marshall Yang	Male	4827 Seawind Dr.	3/7/2013	0-1 Miles	London
12565	Kendra	Gutierrez	Kendra Gutierrez	Female	"2, place Beaubernard"	10/5/2013	0-1 Miles	Paris
12566	Omar	Yang	Omar Yang	Male	4970 B Way	5/31/2013	0-1 Miles	London
12567	Carmen	Arthur	Carmen Arthur	Female	3748 Moss Hollow Court	2/11/2013	0-1 Miles	Newcastle upon Tyne
12568	Stacey	Ye	Stacey Ye	Female	9015 Denkinger Court	2/13/2013	0-1 Miles	Stoke-on-Trent
12569	Kristin	Rai	Kristin Rai	Female	4289 Wellington Avenue	7/21/2013	0-1 Miles	Warrington
12570	Casey	Munoz	Casey Munoz	Male	9324 Youngsdale Drive	1/2/2012	0-1 Miles	Brisbane
12571	Jennifer	Green	Jennifer Green	Female	4070 Lacorso Drive	12/29/2011	0-1 Miles	Coffs Harbour
12572	Alisha	Chander	Alisha Chander	Female	422 Quartermaster	1/22/2012	2-5 Miles	Findon
12573	Grant	Rai	Grant Rai	Male	820 Dobrich Circle	1/8/2012	0-1 Miles	Lavender Bay
12574	Derek	Raje	Derek Raje	Male	2742 Cincerto Circle	1/15/2012	0-1 Miles	Silverwater
12575	Jaclyn	Shen	Jaclyn Shen	Female	6131 Orangewood Court	1/15/2012	0-1 Miles	Wollongong
12576	Walter	Dominguez	Walter Dominguez	Male	3578 Courthouse Drive	1/4/2012	2-5 Miles	Melbourne
12577	Francis	Sanz	Francis Sanz	Male	3492 Broadway Street	2/15/2012	2-5 Miles	Lane Cove
12578	Gavin	Perry	Gavin Perry	Male	5869 Sierra Ridge	2/14/2012	0-1 Miles	Cranbourne
12579	Lydia	Sanchez	Lydia Sanchez	Female	480 W. Holly Drive	2/15/2012	2-5 Miles	Springwood
12580	Cedric	She	Cedric She	Male	4634 St. Paul Way	2/14/2012	2-5 Miles	South Melbourne
12581	Kristina	Fernandez	Kristina Fernandez	Female	2595 Worth Ct.	2/27/2012	0-1 Miles	Melton
12582	Carmen	Sara	Carmen Sara	Female	5030 Blue Ridge Dr.	7/31/2013	0-1 Miles	Springwood
12583	Tyrone	Ortega	Tyrone Ortega	Male	332 West Slough Rd	2/28/2012	2-5 Miles	Newcastle
12584	Brittney	Ma	Brittney Ma	Female	4844 Waterfall Way	2/10/2012	2-5 Miles	Townsville
12585	Ian	Martinez	Ian Martinez	Male	6422 Vista Diablo	2/28/2012	2-5 Miles	Hobart
12586	Kellie	Hernandez	Kellie Hernandez	Female	8248 N. Ranchford Court	2/3/2012	1-2 Miles	Townsville
12587	Danny	Travers	Danny Travers	Male	6908 Woodchuck Pl.	11/3/2013	0-1 Miles	Milsons Point
12588	Tracy	Chande	Tracy Chande	Female	9548 Jomar Drive	1/29/2012	1-2 Miles	Milsons Point
12589	Ruben	Rodriguez	Ruben Rodriguez	Male	3923 Dew Drop Circle	2/19/2012	0-1 Miles	Melbourne
12590	Mario	Chander	Mario Chander	Male	1296 Banyan Way	10/13/2013	0-1 Miles	Newcastle upon Tyne
12591	Meredith	Madan	Meredith Madan	Female	Zollstr 68	8/5/2013	0-1 Miles	Berlin
12592	Amy	Li	Amy Li	Female	2862 Pinehurst Court	6/27/2013	0-1 Miles	Birmingham
12593	Benjamin	Zhang	Benjamin Zhang	Male	7980 Los Gatos Court	2/18/2013	0-1 Miles	Bury
12594	Sandra	Gao	Sandra Gao	Female	1121 Ferry Street	11/25/2013	0-1 Miles	Cambridge
12595	Mathew	Blanco	Mathew Blanco	Male	3332 Walnut Blvd.	3/8/2013	0-1 Miles	London
12596	Armando	Romero	Armando Romero	Male	7390 Pinehurst Court	9/24/2013	0-1 Miles	Milton Keynes
12597	Franklin	Zhang	Franklin Zhang	Male	4192 East 39th Street	8/4/2013	2-5 Miles	Kirkby
12598	Alexandra	Bryant	Alexandra Bryant	Female	7527 Eola	8/4/2013	0-1 Miles	Stoke-on-Trent
12599	Jillian	Fernandez	Jillian Fernandez	Female	9426 Georgia Street	8/17/2012	0-1 Miles	Berks
12600	Larry	Romero	Larry Romero	Male	Heiderplatz 918	9/8/2013	0-1 Miles	Eilenburg
12601	Randy	Zhang	Randy Zhang	Male	1098 Lawton Street	8/29/2013	0-1 Miles	Peterborough
12602	Francisco	Srini	Francisco Srini	Male	792 Greendell Rd.	2/20/2013	0-1 Miles	London
12603	Cole	Reed	Cole Reed	Male	117 Marvello Lane	4/6/2013	0-1 Miles	Peterborough
12604	Nathan	Lee	Nathan Lee	Male	Wallstr 834	5/30/2013	0-1 Miles	Darmstadt
12605	Carol	Cooper	Carol Cooper	Female	Alderweg 6246	5/12/2013	0-1 Miles	Saarlouis
12606	Arthur	Van	Arthur Van	Male	"66, rue Georges-Clémenceau"	9/3/2013	0-1 Miles	Roubaix
12607	Tamara	Zhu	Tamara Zhu	Female	"570, avenue de Malakoff"	9/1/2011	0-1 Miles	Verrieres Le Buisson
12608	Brett	Sanchez	Brett Sanchez	Male	3260 Fountainhead Court	8/8/2012	0-1 Miles	Bury
12609	Linda	Carlson	Linda Carlson	Female	6696 Adria Drive	8/8/2012	0-1 Miles	Watford
12610	Wendy	Gutierrez	Wendy Gutierrez	Female	3443 Centennial Way	7/8/2013	0-1 Miles	York
12611	Manuel	Sara	Manuel Sara	Male	878 Rancho View Drive	7/1/2013	2-5 Miles	Watford
12612	Shannon	Torres	Shannon Torres	Male	7485 Las Palmas	8/15/2012	0-1 Miles	Birmingham
12613	Joel	Prasad	Joel Prasad	Male	"15, rue de Cambrai"	8/30/2011	0-1 Miles	Saint-Denis
12614	Lance	Gill	Lance Gill	Male	"2, rue Georges-Clémenceau"	9/20/2011	0-1 Miles	Versailles
12615	Nathan	Hill	Nathan Hill	Male	7282 Michele Drive	8/10/2012	0-1 Miles	Leeds
12616	Kelsey	Tang	Kelsey Tang	Female	Heiderplatz 948	5/20/2013	0-1 Miles	München
12617	Jake	Ma	Jake Ma	Male	Hansaallee 6	7/18/2013	1-2 Miles	Hannover
12618	Dawn	Lal	Dawn Lal	Female	"10571, rue de Varenne"	9/3/2011	0-1 Miles	Lieusaint
12619	Priscilla	Rai	Priscilla Rai	Female	7112 Thistle Court	8/4/2012	0-1 Miles	Oxford
12620	Maurice	Lal	Maurice Lal	Male	"9967, quai de Grenelle"	9/20/2011	0-1 Miles	Villeneuve-d'Ascq
12621	Barry	Martinez	Barry Martinez	Male	"295, avenue de la Gare"	9/25/2011	0-1 Miles	Paris
12622	Micheal	Rubio	Micheal Rubio	Male	360 Vista Way	8/19/2012	0-1 Miles	London
12623	Jesse	Sanchez	Jesse Sanchez	Male	2055 Fountain Road	8/24/2012	0-1 Miles	Newcastle upon Tyne
12624	Jamie	Xu	Jamie Xu	Female	Bundesallee 44	10/15/2012	2-5 Miles	Frankfurt am Main
12625	Carly	Andersen	Carly Andersen	Female	"60bis, rue des Peupliers"	9/4/2013	0-1 Miles	Colomiers
12626	Cassie	Lal	Cassie Lal	Female	4535 Walnut Blvd.	11/8/2013	1-2 Miles	London
12627	Leah	Zheng	Leah Zheng	Female	1206 San Simeon Drive	4/21/2013	0-1 Miles	London
12628	Arturo	Ma	Arturo Ma	Male	"2408, rue Maillard"	7/7/2013	2-5 Miles	Colomiers
12629	Russell	Nara	Russell Nara	Male	Hüttenstr 295	11/16/2013	0-1 Miles	Hamburg
12630	Kevin	Simmons	Kevin Simmons	Male	4060 Roundtree Court	8/9/2012	10+ Miles	Gateshead
12631	Clarence	Gao	Clarence Gao	Male	"1, rue Pierre-Demoulin"	10/25/2011	10+ Miles	Paris
12632	Bonnie	Nath	Bonnie Nath	Female	"1, boulevard Beau Marchais"	10/12/2011	2-5 Miles	Sèvres
12633	Shannon	Suarez	Shannon Suarez	Male	4137 E St.	7/15/2013	5-10 Miles	Bracknell
12634	Derrick	Ruiz	Derrick Ruiz	Male	673 Old Mountain View Dr.	8/29/2012	5-10 Miles	London
12635	Brad	Beck	Brad Beck	Male	"132, rue des Pyrenees"	3/22/2013	2-5 Miles	Drancy
12636	Tamer	Salah	Tamer Salah	Female	Heiderweg 8349	5/31/2013	10+ Miles	Berlin
12637	Leonard	Nath	Leonard Nath	Male	487 Ash Lane	9/8/2012	5-10 Miles	London
12638	Sebastian	Brooks	Sebastian Brooks	Male	Altendorfer Straße 299	10/4/2013	10+ Miles	Frankfurt
12639	Ruben	Lopez	Ruben Lopez	Male	"1, cours Mirabeau"	2/18/2013	10+ Miles	Roncq
12640	Angel	Richardson	Angel Richardson	Male	7354 Diablo View Road	9/15/2012	10+ Miles	Billericay
12641	Willie	Raje	Willie Raje	Male	"5, rue de Courtaboeuf"	12/2/2013	10+ Miles	Paris
12642	Jimmy	Carlson	Jimmy Carlson	Male	"13, boulevard d´Albi"	5/15/2013	2-5 Miles	Roubaix
12643	Kristina	Perez	Kristina Perez	Female	Marienplatz 46	2/8/2013	10+ Miles	Stuttgart
12644	Rachel	Reed	Rachel Reed	Female	8335 Elm Rd.	9/1/2012	10+ Miles	Esher-Molesey
12645	Audrey	Ruiz	Audrey Ruiz	Female	4559 July Loop	9/15/2012	10+ Miles	York
12646	Kenneth	Xu	Kenneth Xu	Male	Conesweg 180	2/21/2013	10+ Miles	Bonn
12647	Colleen	Anand	Colleen Anand	Female	7814 Milburn Dr.	8/28/2012	10+ Miles	Liverpool
12648	Lori	Dominguez	Lori Dominguez	Female	2466 Clearland Circle	9/23/2012	10+ Miles	Warrington
12649	Omar	Goel	Omar Goel	Male	"1, avenue des Champs-Elysées"	9/29/2013	10+ Miles	Paris
12650	Aaron	Wright	Aaron Wright	Male	"7024, rue Surcouf"	10/6/2011	5-10 Miles	Bobigny
12651	Martin	Malhotra	Martin Malhotra	Male	"4252, rue Saint-Lazare"	10/5/2013	10+ Miles	Lille
12652	Carolyn	Martin	Carolyn Martin	Female	5818 San Rafael	9/1/2013	10+ Miles	London
12653	Nichole	Andersen	Nichole Andersen	Female	811 Mcneil Place	9/12/2012	0-1 Miles	London
12654	Briana	Gill	Briana Gill	Female	3220 Liscome Way	2/23/2013	10+ Miles	Liverpool
12655	Larry	Vazquez	Larry Vazquez	Male	"954, rue de Bas Marin"	10/10/2011	5-10 Miles	Colombes
12656	Blake	Roberts	Blake Roberts	Male	"188, rue de Cambrai"	5/17/2013	10+ Miles	Versailles
12657	Audrey	Blanco	Audrey Blanco	Female	Berliner Platz 654	10/27/2012	10+ Miles	Grevenbroich
12658	Joy	Gomez	Joy Gomez	Female	1698 10th Avenue	9/10/2012	0-1 Miles	York
12659	Damien	Chande	Damien Chande	Male	"57, avenue du Québec"	4/16/2013	10+ Miles	Paris
12660	Toni	Sanchez	Toni Sanchez	Female	"75, rue du Départ"	11/30/2013	10+ Miles	Orleans
12661	Deborah	Pal	Deborah Pal	Female	"65, avenue du Port"	3/31/2013	10+ Miles	Orly
12662	Jessie	Huang	Jessie Huang	Male	"3, place de Brazaville"	12/12/2013	5-10 Miles	Paris
12663	Morgan	Adams	Morgan Adams	Female	"810, rue des Rosiers"	11/17/2013	10+ Miles	Saint-Denis
12664	Krista	Gill	Krista Gill	Female	4399 Trembath Court	5/12/2013	0-1 Miles	Warrington
12665	Joy	Suarez	Joy Suarez	Female	3341 Teakwood Dr	6/29/2013	10+ Miles	Cranbourne
12666	Jessie	Zhu	Jessie Zhu	Male	8001 Roosevelt Avenue	11/3/2013	2-5 Miles	Hervey Bay
12667	Maria	Wood	Maria Wood	Female	9270 Via Pablo Neruda	2/1/2012	10+ Miles	Hobart
12668	Melissa	Patterson	Melissa Patterson	Female	806 San Jose Drive	2/10/2012	10+ Miles	Wollongong
12669	Irving	Schmidt	Irving Schmidt	Male	1408 Bonifacio St.	2/7/2012	10+ Miles	Coffs Harbour
12670	Sarah	Martinez	Sarah Martinez	Female	977 Davona Drive	2/23/2012	10+ Miles	Sydney
12671	Alan	Huang	Alan Huang	Male	6660 Poppy Circle	2/9/2012	10+ Miles	Rockhampton
12672	Carson	Butler	Carson Butler	Male	3595 Hawthorne Dr.	4/16/2013	10+ Miles	Sydney
12673	Colin	Stone	Colin Stone	Male	1860 Alameda Dr.	2/24/2012	10+ Miles	Melbourne
12674	Jimmy	Travers	Jimmy Travers	Male	962 Gonzalez Court	2/20/2012	10+ Miles	Rockhampton
12675	Holly	Fernandez	Holly Fernandez	Female	6433 E. 70th Street	2/10/2012	10+ Miles	Seaford
12676	Michele	Madan	Michele Madan	Female	8189 Lydia Lane	2/18/2012	10+ Miles	Bendigo
12677	Cedric	Liu	Cedric Liu	Male	8228 Seal Way	2/4/2012	10+ Miles	Coffs Harbour
12678	Dana	Serrano	Dana Serrano	Female	1934 Pacifica	3/25/2013	0-1 Miles	Silverwater
12679	Stacy	Gill	Stacy Gill	Female	3718 Loma Linda	3/13/2013	10+ Miles	Malabar
12680	George	Sanchez	George Sanchez	Male	1779 Virginia Hills Dr	2/21/2012	10+ Miles	Sydney
12681	Christy	Chow	Christy Chow	Female	7598 Holland Circle	2/26/2012	10+ Miles	Caloundra
12682	Kari	Subram	Kari Subram	Female	3588 Vancouver Way	6/2/2013	10+ Miles	Melton
12683	Laura	Zhou	Laura Zhou	Female	6463 Landover Ln	2/18/2012	10+ Miles	Hervey Bay
12684	Shaun	Shen	Shaun Shen	Male	7811 Woodsworth Lane	2/6/2012	10+ Miles	Goulburn
12685	Jaclyn	Xu	Jaclyn Xu	Female	4143 Smith Lane	1/29/2012	10+ Miles	Warrnambool
12686	Trisha	Zhou	Trisha Zhou	Female	7688 P St.	2/28/2012	10+ Miles	Bendigo
12687	Marshall	Li	Marshall Li	Male	1158 Roundtree Place	3/17/2012	10+ Miles	Coffs Harbour
12688	Stacy	Navarro	Stacy Navarro	Female	8375 Springwood Way	3/8/2012	10+ Miles	Hawthorne
12689	Tamara	Pal	Tamara Pal	Female	446 Wilke Drive	3/23/2012	10+ Miles	Caloundra
12690	Roger	Zhang	Roger Zhang	Male	1715 Leed Court West	7/5/2013	10+ Miles	Sydney
12691	Rafael	Andersen	Rafael Andersen	Male	9491 Fountain Road	4/24/2013	10+ Miles	Findon
12692	Glenn	Lu	Glenn Lu	Male	5230 E. 67th Street	6/5/2013	10+ Miles	Hawthorne
12693	Ruth	Gonzalez	Ruth Gonzalez	Female	2752 Northridge Road	3/2/2012	10+ Miles	Rhodes
12694	Jay	Arthur	Jay Arthur	Male	5898 Mt. Dell	3/12/2012	10+ Miles	St. Leonards
12695	Kari	Ruiz	Kari Ruiz	Female	6909 Hamilton Avenue	5/10/2013	10+ Miles	Coffs Harbour
12696	Stacey	Hu	Stacey Hu	Female	6299 Elmonte Drive	5/12/2013	10+ Miles	Silverwater
12697	Brenda	Stone	Brenda Stone	Female	1750 Morengo Ct.	9/7/2013	10+ Miles	Milsons Point
12698	Mohamed	Pal	Mohamed Pal	Male	6711 Frayne Ct.	3/13/2012	10+ Miles	Port Macquarie
12699	Amy	Chow	Amy Chow	Female	3785 Treat Blvd.	3/14/2012	10+ Miles	Melbourne
12700	Mindy	Kumar	Mindy Kumar	Female	8486 July Loop	4/28/2012	10+ Miles	Hawthorne
12701	Gary	Gutierrez	Gary Gutierrez	Male	1792 Belmont Rd.	4/17/2012	10+ Miles	Newcastle
12702	Yolanda	Shan	Yolanda Shan	Female	3929 Fern Street	4/18/2012	10+ Miles	Townsville
12703	Renee	Suarez	Renee Suarez	Female	9414 Pamplona Ct	4/4/2012	10+ Miles	Lavender Bay
12704	Barbara	Nara	Barbara Nara	Female	7933 Ashwood Dr	8/8/2013	10+ Miles	Geelong
12705	Andre	Garcia	Andre Garcia	Male	6064 Brodia Court	3/30/2012	0-1 Miles	Perth
12706	Louis	Liang	Louis Liang	Male	8355 Lighthouse Way	4/12/2012	0-1 Miles	Hawthorne
12707	Ian	Lewis	Ian Lewis	Male	8985 Camino Segundo	12/23/2011	10+ Miles	Sedro Woolley
12708	Bonnie	Pal	Bonnie Pal	Female	8071 Daylight Place	2/2/2013	5-10 Miles	Chula Vista
12709	Ian	Rodriguez	Ian Rodriguez	Male	7744 Lacorso Drive	12/8/2011	0-1 Miles	San Carlos
12710	Dalton	Evans	Dalton Evans	Male	3601 Stinson	3/17/2013	0-1 Miles	Langley
12711	Heather	Zheng	Heather Zheng	Female	"3bis, boulevard Saint Germain"	10/25/2011	1-2 Miles	Les Ulis
12712	Arthur	Romero	Arthur Romero	Male	Werftstr 54	10/10/2012	0-1 Miles	München
12713	Deborah	Xie	Deborah Xie	Female	Husemann Straße 7574	10/11/2012	1-2 Miles	Offenbach
12714	Colleen	Lu	Colleen Lu	Female	Hüttenstr 20995	7/19/2013	2-5 Miles	Hannover
12715	Eddie	Gill	Eddie Gill	Male	4440 Stillwater Court	3/12/2013	5-10 Miles	Seaford
12716	Dale	Shen	Dale Shen	Male	"280, avenue de la Gare"	2/12/2013	2-5 Miles	Croix
12717	Hannah	Wood	Hannah Wood	Female	"22, rue de la Cavalerie"	10/21/2011	0-1 Miles	Metz
12718	Tammy	Sai	Tammy Sai	Female	"1, place Beaubernard"	11/12/2013	2-5 Miles	Paris
12719	Cheryl	Ruiz	Cheryl Ruiz	Female	"660, rue Villedo"	7/10/2013	0-1 Miles	Sèvres
12720	Nicolas	Chande	Nicolas Chande	Male	"44, rue du Départ"	6/12/2013	0-1 Miles	Suresnes
12721	Rebekah	Martinez	Rebekah Martinez	Female	Auf Der Steige 111	5/4/2013	1-2 Miles	Saarlouis
12722	Latasha	Gomez	Latasha Gomez	Female	Heiderweg 4983	4/6/2013	0-1 Miles	Bottrop
12723	Kurt	Jai	Kurt Jai	Male	5165 Wintergreen Court	2/27/2013	0-1 Miles	Orleans
12724	Eddie	Martin	Eddie Martin	Male	Hochstr 2777	2/1/2013	1-2 Miles	Münster
12725	Gabrielle	James	Gabrielle James	Female	Nonnendamm 6500	8/18/2013	1-2 Miles	Neunkirchen
12726	Kurt	Goel	Kurt Goel	Male	Am Kreuz 999	8/3/2013	0-1 Miles	Ingolstadt
12727	Amanda	Ross	Amanda Ross	Female	"141, rue Jean Mermoz"	6/25/2013	1-2 Miles	Bobigny
12728	Jeremiah	Stewart	Jeremiah Stewart	Male	Alte Landstr 9902	4/7/2013	1-2 Miles	Frankfurt
12729	Jose	Perry	Jose Perry	Male	6416 Honey Court	5/29/2013	2-5 Miles	Peterborough
12730	Karla	Becker	Karla Becker	Female	4185 River Ash Court	8/22/2013	2-5 Miles	York
12731	Steven	Murphy	Steven Murphy	Male	Kulmer Straße 4234	9/16/2013	1-2 Miles	Werne
12732	Todd	Guo	Todd Guo	Male	"72, rue de Berri"	8/22/2013	1-2 Miles	Orleans
12733	Lacey	Cai	Lacey Cai	Female	2546 Fawn Glen Circle	4/10/2013	0-1 Miles	London
12734	Margaret	Zhou	Margaret Zhou	Female	"6, rue Descartes"	9/22/2013	1-2 Miles	Cergy
12735	Donald	Mehta	Donald Mehta	Male	Celler Weg 45	10/8/2012	1-2 Miles	Essen
12736	Diana	Ruiz	Diana Ruiz	Female	Westheimer Straße 924322	10/8/2012	1-2 Miles	Frankfurt
12737	Brett	Chandra	Brett Chandra	Male	"22, rue de Bas Marin"	4/7/2013	2-5 Miles	Colombes
12738	Melinda	Rubio	Melinda Rubio	Female	Am Gallberg 8667	10/10/2012	1-2 Miles	Berlin
12739	Evan	Young	Evan Young	Male	2361 Polson Court	6/28/2013	1-2 Miles	Kirkby
12740	Kathryn	Goel	Kathryn Goel	Female	1086 Clayton Road	12/24/2013	2-5 Miles	Berks
12741	Raymond	Sam	Raymond Sam	Male	Kalkweg 43	4/10/2013	2-5 Miles	Stuttgart
12742	Samantha	Martinez	Samantha Martinez	Female	Unter Linden 44	11/23/2012	0-1 Miles	Solingen
12743	Carl	Kumar	Carl Kumar	Male	6648 Choctaw Court	10/17/2013	0-1 Miles	Bury
12744	Anna	Moore	Anna Moore	Female	9682 Concord Blvd.	8/29/2013	0-1 Miles	Cheltenham
12745	Rafael	Wu	Rafael Wu	Male	3200 Wren Ave.	10/13/2012	1-2 Miles	Kirkby
12746	Juan	Torres	Juan Torres	Male	2874 Tice	7/24/2013	0-1 Miles	Bury
12747	Colleen	Hu	Colleen Hu	Female	Buergermeister-ulrich-str 543	11/27/2012	1-2 Miles	Hamburg
12748	Grace	Bell	Grace Bell	Female	"81, route de Marseille"	7/30/2013	2-5 Miles	Drancy
12749	Miguel	Lee	Miguel Lee	Male	"26, rue de l´Esplanade"	10/27/2011	1-2 Miles	Chatou
12750	Teresa	Vazquez	Teresa Vazquez	Female	"77, rue de l'Espace De Schengen"	10/10/2011	1-2 Miles	Morangis
12751	Priscilla	Xu	Priscilla Xu	Female	Auf Der Steige 55	12/9/2013	0-1 Miles	Erlangen
12752	Jonathon	Alvarez	Jonathon Alvarez	Male	"25, rue de Cambrai"	7/6/2013	0-1 Miles	Courbevoie
12753	Ramon	Zhao	Ramon Zhao	Male	"1234, rue Ste-Honoré"	3/4/2013	1-2 Miles	Villeneuve-d'Ascq
12754	Lindsey	Deng	Lindsey Deng	Female	"68, impasse Notre-Dame"	10/6/2011	0-1 Miles	Saint-Denis
12755	Chloe	Hughes	Chloe Hughes	Female	4416 Harvard Drive	12/13/2011	1-2 Miles	Santa Cruz
12756	Antonio	Butler	Antonio Butler	Male	8590 Dublin Court	12/18/2011	1-2 Miles	Beverly Hills
12757	Sara	Ramirez	Sara Ramirez	Female	7306 Keller Ridge	4/3/2013	1-2 Miles	Edmonds
